Code CIS,Designation de lelement pharmaceutique,Code de la substance,Dénomination de la substance,Dosage de la substance,Reference de ce dosage,Nature du composant,Numero de liaison SA/FT
65374679,poudre,28021,BIFONAZOLE,1 g,100 g de poudre,SA,1
65374992,comprimé,9629,EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de poudre,SA,17
65375101,comprimé,1807,ÉTHINYLESTRADIOL,"0,020 mg",un comprimé,SA,1
65376662,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
65376705,solution,626,SALBUTAMOL,"2,50 mg","un récipient unidose de 2,5 ml",FT,1
65376801,comprimé,2754,OFLOXACINE,200 mg,un comprimé,SA,1
65376908,comprimé,22804,BROMHYDRATE D'ÉLÉTRIPTAN MONOHYDRATÉ,"25,17 mg",un comprimé,SA,1
65377426,comprimé,8829,SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,18
65378211,gélule,3226,ACÉTATE DE FLÉCAÏNIDE,50 mg,une gélule,SA,1
65378663,compresse,86251,ALCOOL A 70 POUR CENT,"0,5 ml",une compresse imprégnée,SA,1
65379402,comprimé,382,LÉVOTHYROXINE SODIQUE,125 microgrammes,un comprimé,SA,1
65381143,comprimé,7950,SCILLA MARITIMA POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,un comprimé,SA,18
65381200,comprimé,54201,POSACONAZOLE,100 mg,un comprimé,SA,1
65381862,gélule,29335,SUNITINIB,"12,5 mg",une gélule,SA,1
65382081,collyre,81904,BIMATOPROST,"0,3 mg",1 mL de solution,SA,1
65382505,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,"0,375 mg",un comprimé,SA,1
65383557,comprimé,1525,CHOLÉCALCIFÉROL,70 microgrammes (2 800 UI),un comprimé,SA,2
65384417,comprimé,4409,AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
65386717,compresse,86251,ÉTHANOL À 70 POUR CENT,"2,5 ml",une compresse imprégnée,SA,1
65386749,comprimé,37011,LAMOTRIGINE,100 mg,un comprimé,SA,1
65387616,comprimé,264,CHLORHYDRATE DE TRIHEXYPHÉNIDYLE,5 mg,un comprimé,SA,1
65387769,comprimé,86571,CHLORHYDRATE DE TRAMADOL,50 mg,un comprimé,SA,1
65387858,solution,60159,FILGRASTIM ,120 microgrammes,"0,2 ml de solution",SA,1
65388426,poudre,10471,CHLORHYDRATE D'ESMOLOL,2500 mg,un flacon,SA,1
65390338,comprimé,16849,GABAPENTINE,"600,00 mg",un comprimé,SA,1
65391080,comprimé,2825,PHÉNOBARBITAL,50 mg,un comprimé,SA,1
65391283,comprimé,25715,ACICLOVIR,800 mg,un comprimé,SA,1
65393373,solution,39318,FOLLITROPINE BÊTA ,50 UI,un flacon,SA,1
65393957,comprimé,5621,ROXITHROMYCINE,150 mg,un comprimé,SA,1
65394112,gélule,17407,ÉSOMÉPRAZOLE,20 mg,une gélule,FT,1
65394265,comprimé,8212,NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,17
65394660,solution,20030,PACLITAXEL,6 mg,1 ml de solution à diluer pour perfusion,SA,1
65394952,comprimé,16951,CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ,10 mg,un comprimé,SA,1
65395602,solution,563,LYSINE,20 g,une poche de 1000 mL,FT,2
65395919,solution,4150,SULFATE D'ATROPINE,1 mg,une ampoule,SA,1
65398438,comprimé,2169,PREDNISOLONE,20 mg,un comprimé,FT,1
65399052,comprimé,80102,MONTÉLUKAST ACIDE,5 mg,un comprimé,FT,1
65399173,comprimé,25848,SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
65399255,comprimé,79600,CÉFUROXIME AXÉTIL,"300,715 mg",un comprimé,SA,1
65400896,comprimé,987,ACÉTATE DE CYPROTÉRONE,"100,00 mg",un comprimé,SA,1
65401076,solution,988,ALFACALCIDOL,"0,002 mg",1 ml,SA,1
65401119,comprimé,39727,AMLODIPINE,10 mg,un comprimé,FT,2
65401375,solution,549,IODE,12 g,100 ml de solution,FT,1
65402235,comprimé,4611,FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,"100,00 ml de solution injectable",SA,18
65403127,comprimé,52476,ACÉTATE D'ULIPRISTAL,30 mg,un comprimé,SA,1
65403440,collyre,3088,CHLORHYDRATE DE PHÉNYLÉPHRINE,10 g,100 ml de collyre,SA,1
65406290,solution,3396,MÉTHOXSALÈNE,20 microgrammes,1 mL de solution,SA,1
65407232,émulsion,7603,PROPOFOL,10 mg,1 ml,SA,1
65407392,capsule,48410,BEXAROTÈNE,75 mg,une capsule molle,SA,1
65407652,collyre,200,MALÉATE DE TIMOLOL,"6,80 mg",1 mL de collyre en solution,SA,2
65407702,sirop,38315,ALFA-AMYLASE ,200 unités CEIP,1 ml,SA,1
65407780,pastille,594,FLURBIPROFÈNE,"8,75 mg",une pastille,SA,1
65407798,solution,80114,ADALIMUMAB ,20 mg,"0,4 mL de solution",SA,1
65408195,solution,18012,FLUORURE (18F) DE SODIUM,2 GBq à la date et à l'heure de calibration,1 ml,SA,1
65408779,comprimé,39357,BOSENTAN,125 mg,un comprimé,FT,1
65409532,dispositif,17477,FENTANYL,"16,8 mg",un dispositif transdermique,SA,1
65410050,crème,532,GLYCÉROL,15 g,100 g,SA,1
65410260,comprimé,382,LÉVOTHYROXINE SODIQUE,,,SA,1
65410278,poudre,2751,THIOTÉPA,100 mg,un flacon,SA,1
65410328,comprimé,38524,PANTOPRAZOLE,20 mg,un comprimé,FT,1
65411280,comprimé,8215,TIANEPTINE SODIQUE,"12,500 mg",un comprimé,SA,1
65412304,comprimé,10313,MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
65412934,comprimé,37304,ACÉTATE D'ABIRATÉRONE,500 mg,un comprimé,SA,1
65413922,vernis à ongles,26590,AMOROLFINE BASE,5 g,100 ml,FT,1
65414928,comprimé,79140,CITRUS DECUMANA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH et 30CH et 4DH et 60DH,100 ml,SA,18
65415275,solution,2345,MÉTHOTREXATE,25 mg,1 ml de solution injectable,FT,1
65416644,comprimé,16849,GABAPENTINE,600 mg,un comprimé,SA,1
65418129,gélule,2202,PARACÉTAMOL,"500,00 mg",une gélule,SA,1
65418143,émulsion,6,ACIDE ASPARTIQUE,"1,44 g",1000 ml d'émulsion après mélange,SA,11
65419708,comprimé,94553,ÉVÉROLIMUS,"2,50 mg",un comprimé,SA,1
65419882,gélule,72101,DULOXÉTINE,60 mg,une gélule,FT,1
65420468,solution,529,GLUCOSE ANHYDRE,15 g,100 ml de solution pour perfusion,FT,1
65420621,suspension,41788,PROPIONATE DE FLUTICASONE,125 microgrammes,une dose émise,SA,2
65421189,solution,1099,SULFATE DE MORPHINE,"100,0 mg",un récipient unidose,SA,1
65421374,comprimé,1786,ESTRADIOL,2 mg,un comprimé,SA,1
65421470,gélule,31246,TÉMOZOLOMIDE,5 mg,une gélule,SA,1
65421851,liquide,72602,DESFLURANE,"351,6 g",un flacon,SA,1
65422953,comprimé,79562,LORMÉTAZÉPAM,2 mg,un comprimé,SA,1
65423329,gélule,17407,ÉSOMÉPRAZOLE,20 mg,une gélule,FT,1
65424299,comprimé,2169,PREDNISOLONE,20 mg,un comprimé,FT,1
65424737,poudre,41629,NONACOG ALFA ,250 UI,un flacon,SA,1
65424751,poudre,37583,ACÉTATE DE CEFTAROLINE FOSAMIL MONOHYDRATÉ,"668,4 mg",un flacon,SA,1
65424833,poudre,982,CÉFOTAXIME SODIQUE,"2,096 g",un flacon,SA,1
65427092,comprimé,69370,THALLIUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un flacon,SA,18
65427676,solution,59477,OXYDE DE GADOLINIUM,,,SA,1
65427683,comprimé,46194,AURÉOMYCINE POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,1 mL de solution,SA,18
65428529,grand compartiment (B),93,CHLORURE DE POTASSIUM,"0,314 g",1000 ml de solution,SA,4
65429353,gélule,11279,FLUCONAZOLE,"50,00 mg",une gélule,SA,1
65430708,comprimé,73594,CANDÉSARTAN CILEXÉTIL,16 mg,un comprimé,SA,1
65431016,pastille,3151,AMYLMÉTACRÉSOL,"0,60 mg",une pastille,SA,5
65431062,comprimé,15768,RHUS TOXICODENDRON POUR PRÉPARATIONS HOMÉOPATHIQUES,100 mg (6 DH),un comprimé,SA,1
65431361,comprimé,35876,CHLORHYDRATE DE ROPINIROLE,,,SA,1
65432189,poudre,6494,ACÉTATE D'OCTRÉOTIDE,,,SA,1
65432869,solution,38050,GEMCITABINE,100 mg,1 ml de solution à diluer,FT,1
65433693,comprimé,1976,GLIBENCLAMIDE,5 mg,un comprimé,SA,1
65434247,comprimé,1545,SYMPHYTUM OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,17
65435445,crème,3929,NITRATE D'ÉCONAZOLE,"1,00 g",100 g de crème,SA,1
65436166,solution,712,APROTININE ,500 000 UIK,un flacon de 50 mL,SA,1
65436472,comprimé,5242,CHLORHYDRATE DE VÉRAPAMIL,"120,00 mg",un comprimé,SA,1
65436593,ovule,94707,NITRATE DE SERTACONAZOLE,"0,300 g",un ovule,SA,1
65436636,comprimé,3885,LÉVODOPA,75 mg,un comprimé,SA,1
65436675,comprimé,7560,CHLORHYDRATE DE FLUOXÉTINE,,,SA,1
65437229,comprimé,2092,IBUPROFÈNE,"200,00 mg",un comprimé,SA,1
65440047,comprimé,8605,TEREBINTHINA POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,un comprimé,SA,18
65440620,poudre,30925,CEFTRIAXONE SODIQUE,1193 mg,un flacon de poudre,SA,1
65440969,comprimé,32308,VARDÉNAFIL,10 mg,un comprimé,FT,1
65441220,comprimé,24563,CLARITHROMYCINE,500 mg,un comprimé,SA,1
65441590,poudre,24381,BUDÉSONIDE,320 microgrammes,une dose délivrée,SA,1
65441971,solution,901,CHLORURE DE SODIUM,"0,90 g",100 ml de solution injectable,SA,1
65443214,gomme,30981,RÉSINATE DE NICOTINE,"13,2 mg",une gomme à mâcher,SA,1
65444451,comprimé,1023,ACIDE ASCORBIQUE,"1000,00 mg",un comprimé,SA,1
65444540,comprimé,355,MALÉATE DE TRIMÉBUTINE,100 mg,un comprimé,SA,1
65445795,comprimé,7436,FUMARATE DE BISOPROLOL,"2,5 mg",un comprimé,SA,1
65445838,comprimé,35644,CHININUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
65448204,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
65449480,solution,1958,FUROSÉMIDE,20 mg,2 ml,SA,1
65450408,solution,27368,CHLOROBUTANOL HÉMIHYDRATÉ,"0,5 g",100 ml de solution pour bain de bouche,SA,2
65450664,comprimé,19809,ATORVASTATINE,80 mg,un comprimé,FT,1
65451809,comprimé,80102,MONTÉLUKAST,5 mg,un comprimé,FT,1
65453190,gélule,39422,PRÉGABALINE,25 mg,une gélule,SA,1
65453475,comprimé,56996,COBICISTAT,150 mg,un comprimé,SA,2
65454335,gélule,39422,PRÉGABALINE,50 mg,une gélule,SA,1
65456578,dispersion,34560,TOZINAMÉRAN,30 microgrammes,"une dose de 0,3 mL (1 flacon contient 6 doses)",SA,1
65456667,comprimé,3885,LÉVODOPA,125 mg,un comprimé,SA,1
65456770,comprimé,764,CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
65458013,solution,1672,DIGOXINE,25mg,100ml,SA,1
65458611,comprimé,86,MALATE DE PIZOTIFÈNE,"0,73 mg",un comprimé,SA,1
65459503,poudre,6197,TRIPTORÉLINE,"22,5 mg",un flacon,FT,1
65460224,gel,37,DICLOFÉNAC SODIQUE,1 g,100 g de gel,FT,1
65460256,comprimé,19164,HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,100 g de gel,SA,18
65461618,solution,31,L-ALANINE,"0,951 g",1000 ml,SA,8
65462218,comprimé,64818,RASAGILINE,1 mg,un comprimé,FT,1
65462232,comprimé,19809,ATORVASTATINE,40 mg,un comprimé,FT,1
65462588,gélule,20256,CHLORHYDRATE DE VENLAFAXINE,,,SA,1
65463708,comprimé,1257,DICHLORHYDRATE DE BÉTAHISTINE,8 mg,un comprimé,SA,1
65463715,collyre,1608,DEXAMÉTHASONE,1 mg,1 mL de collyre en solution,FT,1
65464525,comprimé,4587,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES,4 CH,un comprimé,SA,5
65464991,comprimé,1807,ÉTHINYLESTRADIOL,35 microgrammes,un comprimé,SA,2
65465495,poudre,1983,IMIPÉNEM MONOHYDRATÉ,"530,10 mg",un flacon,SA,1
65465716,gélule,45102,CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ,,,SA,1
65466309,solution,66431,CIPROFLOXACINE,200 mg,une poche de 100 ml,FT,1
65466316,comprimé,199,BROMURE DE PINAVÉRIUM,100 mg,un comprimé,SA,1
65467749,comprimé,7436,FUMARATE DE BISOPROLOL,"3,75 mg",un comprimé,SA,1
65470567,comprimé,23046,FLUVOXAMINE (MALÉATE DE),"50,00 mg",un comprimé,SA,1
65471103,comprimé,90670,CHLORHYDRATE DE NÉBIVOLOL,,,SA,1
65471110,solution,5432,CHLORHYDRATE DE LIDOCAÏNE,10 mg,1 mL de solution,SA,1
65471256,comprimé,15734,VALSARTAN,80 mg,un comprimé,SA,1
65471263,solution,38643,DOCÉTAXEL,20 mg,1 ml de solution à diluer,SA,1
65471270,comprimé,3682,MALÉATE D'ÉNALAPRIL,20 mg,un comprimé,SA,1
65471822,comprimé,68776,ENTÉCAVIR MONOHYDRATÉ,"1,06 mg",un comprimé,SA,1
65472002,crème,93060,SODIUM (CHLORURE DE) NATUREL POUR PREPARATIONS HOMEOPATHIQUES,2CH à 30CH et 4DH à 60DH (crème à 4 %),un comprimé,SA,18
65472835,plante(s),189,FEUILLE DE MÉLISSE,30 g,100 g de mélange de plantes pour tisane,SA,5
65473595,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
65474188,crème,1810,BENZOCAÏNE,"2,00 g",100 g de crème rectale,SA,2
65475176,comprimé,10171,SIMVASTATINE,10 mg,un comprimé,SA,1
65475361,poudre,6379,SODIUM (POLYSTYRÈNE SULFONATE DE),"453,70036 g",une boîte de 454 g,SA,1
65475443,comprimé,73208,PRAVASTATINE SODIQUE,20 mg,un comprimé,SA,1
65476513,lotion,690,SALICYLIQUE (ACIDE),"0,100 g",100 ml,SA,3
65476666,comprimé,1351,CARBAMAZÉPINE,"200,00 mg",un comprimé,SA,1
65476933,solution,2024,HÉPARINE SODIQUE,500 000 UI,100 ml de solution injectable,SA,1
65477024,comprimé,2092,IBUPROFÈNE,400 mg,un comprimé,SA,1
65478037,comprimé,26682,LÉTROZOLE,"2,5 mg",un comprimé,SA,1
65478140,crème,22692,KÉTOCONAZOLE,2 g,100 g de crème,SA,1
65479580,comprimé,38524,PANTOPRAZOLE,20 mg,un comprimé,FT,1
65481300,comprimé,87371,VERTEBRES CERVICALES POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
65481357,comprimé,1097,ALLOPURINOL,"200,00 mg",un comprimé,SA,1
65482434,solution,988,ALFACALCIDOL,2 microgrammes,une ampoule,SA,1
65482612,comprimé,819,INDAPAMIDE,"2,50 mg",un comprimé,SA,2
65483098,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
65483582,poudre,1014,ACÉTYLCYSTÉINE,200 mg,un sachet-dose de 3 g,SA,1
65483917,comprimé,19551,SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un sachet-dose de 3 g,SA,17
65484054,solution,20915,CHLORHYDRATE D'IRINOTÉCAN TRIHYDRATÉ,20 mg,1 ml de solution,SA,1
65485074,comprimé,74798,CLOZAPINE,25 mg,un comprimé,SA,1
65485245,comprimé,527,GLICLAZIDE,30 mg,un comprimé,SA,1
65485665,solution,49189,BROMURE D'IPRATROPIUM MONOHYDRATÉ,,,SA,1
65486532,comprimé,23247,IVABRADINE,"7,5 mg",un comprimé,FT,1
65487381,poudre,60910,EXAMÉTAZIME,500 microgrammes,un flacon,SA,1
65487723,comprimé,5139,QUININE (BENZOATE DE),80 mg,un comprimé,SA,13
65487851,émulsion,4951,HUILE DE SOJA RAFFINÉE,80 g,1000 ml d'émulsion,SA,2
65488266,poudre,34978,TAFASITAMAB ,200 mg,un flacon,SA,1
65488729,solution,3236,CHLORHYDRATE DE DOXORUBICINE,200 mg,un flacon,SA,1
65489051,solution,54459,BUPRÉNORPHINE,96 mg,une seringue préremplie,SA,1
65490025,solution,585,CHLORHYDRATE DE MORPHINE,10 mg,1 ml de solution injectable,SA,2
65490121,gélule,42406,SERTRALINE BASE,50 mg,une gélule,FT,1
65490819,solution,4963,HEXAMIDINE (DIISÉTHIONATE D'),"0,100 g",100 ml de solution,SA,1
65490897,solution,6494,ACÉTATE D'OCTRÉOTIDE,,,SA,1
65491006,solution,60273,ESTER BORONIQUE DE MANNITOL,,,SA,1
65491383,solution,64357,CHLORURE D'YTTRIUM [90Y],"1,850 Gbq à la date de calibration",1 ml,SA,1
65492097,solution,5718,IMMUNOGLOBULINE HUMAINE NORMALE (PLASMATIQUE),50 mg,1 ml de solution,SA,3
65492389,collyre,200,MALÉATE DE TIMOLOL,"6,8 mg",1 ml de solution,SA,2
65493441,gélule,767,ACIDE CHOLIQUE,250 mg,une gélule,SA,1
65496590,gel,37,DICLOFÉNAC SODIQUE,1 g,100 g de gel,FT,1
65497614,comprimé,23008,ARUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de gel,SA,18
65501436,suspension,18426,NÉVIRAPINE HÉMIHYDRATÉE,"10,35 mg",1 ml,SA,1
65501475,comprimé,4442,METFORMINE BASE,390 mg,un comprimé,FT,1
65502004,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
65502207,solution,1931,FLUOROURACILE,50 mg,1 ml de solution injectable,SA,1
65502762,comprimé,91877,CAPÉCITABINE,150 mg,une comprimé,SA,1
65503120,comprimé,37011,LAMOTRIGINE,"25,0 mg",un comprimé,SA,1
65503782,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
65504674,comprimé,294,FLUMÉQUINE,"0,40 g",un comprimé,SA,1
65505630,gélule,1593,CHLORHYDRATE DE DÉMÉCLOCYCLINE,"161,81 mg",une gélule,SA,1
65505954,gélule,28886,BROMHYDRATE DE GALANTAMINE,,,SA,1
65506020,comprimé,37430,RISPÉRIDONE,1 mg,un comprimé,SA,1
65506814,collyre,200,MALÉATE DE TIMOLOL,,,SA,2
65508466,comprimé,37430,RISPÉRIDONE,4 mg,un comprimé,SA,1
65509148,comprimé,8736,CHLORHYDRATE DE QUINAPRIL,,,SA,1
65510378,solution,2247,PROPÉRICIAZINE,"4,0 g",100 ml,SA,1
65510809,solution,8351,ÉNOXAPARINE SODIQUE ,60 mg,une seringue préremplie,SA,1
65511373,comprimé,49207,CHLORHYDRATE DE MÉMANTINE,10 mg,un comprimé,SA,1
65511544,comprimé,23247,IVABRADINE,"7,5 mg",un comprimé,FT,1
65512240,solution acide,430,CHLORURE DE CALCIUM DIHYDRATÉ,"0,3675 g",1000 ml de solution acide,SA,3
65512429,comprimé,905,SULFATE DE SODIUM ANHYDRE,54 mg,un comprimé,SA,9
65512525,gélule,64391,LÉNALIDOMIDE,25 mg,une gélule,SA,1
65512799,solution,2709,LACTULOSE,10 g,un sachet-dose,SA,1
65512856,comprimé,45485,MIRTAZAPINE,15 mg,un comprimé,SA,1
65513666,comprimé,31416,IRBÉSARTAN,75 mg,un comprimé,SA,1
65514145,solution,2438,PHÉNYLÉPHRINE,100 microgrammes,1 mL de solution,FT,1
65514241,comprimé,20900,OXALATE D'IVABRADINE,"5,961 mg",un comprimé,SA,1
65515005,solution,3675,DEXAMÉTHASONE (PHOSPHATE SODIQUE DE),,,SA,1
65515119,comprimé,13112,ALPRAZOLAM,"0,50 mg",un comprimé,SA,1
65515432,comprimé,1976,GLIBENCLAMIDE,5 mg,un comprimé,SA,1
65515642,gel,19236,PARAFFINE LIQUIDE,"78,23 g",100 g de gel,SA,1
65519142,comprimé,66079,BRIVARACÉTAM,75 mg,un comprimé,SA,1
65519167,comprimé,5,ACIDE ACÉTYLSALICYLIQUE,75 mg,un comprimé,SA,2
65519765,gélule,72101,DULOXÉTINE,60 mg,une gélule,FT,1
65521079,solution,46352,DARBÉPOÉTINE ALFA ,200 microgrammes,1 ml,SA,1
65521531,comprimé,38193,MOXIFLOXACINE BASE,400 mg,un comprimé,FT,1
65521773,comprimé,9122,ZIDOVUDINE,300 mg,un comprimé,SA,2
65522900,comprimé,32737,ANGELICA ARCHANGELICA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
65523468,comprimé,95609,LÉVÉTIRACÉTAM,500 mg,un comprimé,SA,1
65523475,solution,4857,SULFATE DE TERBUTALINE,5 mg,un récipient unidose de 2 ml,SA,1
65525152,comprimé,602,CHLORHYDRATE DE MIANSÉRINE,30 mg,un comprimé,SA,1
65525202,comprimé,9248,ZINCUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
65525280,comprimé,9301,MÉSILATE DE DOXAZOSINE,,,SA,1
65525298,solution,2754,OFLOXACINE,200 mg,40 ml de solution pour perfusion,SA,1
65527071,solution,65268,IMMUNOGLOBULINE HUMAINE DE L'HÉPATITE B ,500 UI,1 ml de solution,SA,1
65527662,comprimé,71861,GLIMÉPIRIDE,"4,0 mg",un comprimé,SA,1
65528337,comprimé,17061,CEFPODOXIME,100 mg,un comprimé,FT,1
65528593,solution,5432,LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ,,,SA,1
65529193,comprimé,37011,LAMOTRIGINE,25 mg,un comprimé,SA,1
65529325,suppositoire,10655,MÉTOCLOPRAMIDE,"0,01 g",un suppositoire,SA,1
65529777,poudre,361,TROXÉRUTINE,"3,5 g","un sachet de 7,2525 g",SA,1
65531319,solution,2345,MÉTHOTREXATE,15 mg,"1 seringue préremplie de 0,38 ml",SA,1
65532702,solution,382,LÉVOTHYROXINE SODIQUE,150 microgrammes,1 ml de solution buvable en gouttes,SA,1
65533512,solution,4926,SULFATE DE TOBRAMYCINE,,,SA,2
65533569,comprimé,1807,ÉTHINYLESTRADIOL,"0,03 mg",un comprimé,SA,1
65533971,solution,2709,LACTULOSE,10 g,un sachet de 15 ml,FT,1
65534009,solution,40628,CHLORHYDRATE D'ÉPIRUBICINE,2 mg,1 ml,SA,1
65534169,gélule,49947,REINE DES PRES (SOMMITES FLEURIES DE) (POUDRE DE),300 mg,une gélule,SA,1
65534176,comprimé,52920,CLOPIDOGREL (HYDROGÉNOSULFATE DE),"97,875 mg",un comprimé,SA,1
65534856,comprimé,18254,MODAFINIL,100 mg,un comprimé,SA,1
65535506,comprimé,85794,BALSAMUM PERUVIANUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,18
65535851,solution,93,CHLORURE DE POTASSIUM,"0,2 g",100 ml de solution,SA,1
65537934,comprimé,2171,PREDNISONE,20 mg,un comprimé,SA,1
65538840,emplâtre,5431,LIDOCAÏNE,700 mg (5 % m/m),un emplâtre médicamenteux,SA,1
65539020,comprimé,87487,DÉFÉRASIROX,360 mg,un comprimé,SA,1
65539091,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
65539814,comprimé,328,MÉSILATE DE BROMOCRIPTINE,"2,87 mg",un comprimé,SA,2
65539860,pommade,4455,NÉOMYCINE (SULFATE DE),350 000 UI,100 g,SA,2
65540866,capsule,535,TRÉTINOÏNE,10 mg,une capsule,SA,1
65540955,comprimé,71817,VIBURNUM OPULUS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une capsule,SA,18
65541516,poudre,41788,PROPIONATE DE FLUTICASONE,500 microgrammes,une dose mesurée,SA,1
65541548,comprimé,5248,AMOXICILLINE ANHYDRE,500 mg,un comprimé,FT,1
65542326,gélule,1362,CLOXACILLINE SODIQUE MONOHYDRATÉE,,,SA,1
65542746,comprimé,11532,RAMIPRIL,"2,5 mg",un comprimé,SA,1
65543531,comprimé,26682,LÉTROZOLE,"2,5 mg",un comprimé,SA,1
65543652,comprimé,77642,TRIFOLIUM PRATENSE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
65543887,poudre,52951,ALPHA-1 ANTITRYPSINE HUMAINE ,5000 mg,un flacon,SA,1
65545105,comprimé,28847,DARUNAVIR,400 mg,un comprimé,FT,1
65545347,solution,93,CHLORURE DE POTASSIUM,"0,0746 g",1 ml,SA,1
65545646,gélule,39422,PRÉGABALINE,150 mg,une gélule,SA,1
65545895,gélule,60091,PHOSPHATE D'OSÉLTAMIVIR,"98,50 mg",une gélule,SA,1
65546488,poudre,24381,BUDÉSONIDE,400 microgrammes,une dose,SA,1
65546901,comprimé,71861,GLIMÉPIRIDE,3 mg,un comprimé,SA,1
65547063,poudre,2590,MELPHALAN,50 mg,10 mL de solution reconstituée,FT,1
65547106,solution,34647,TINZAPARINE SODIQUE ,14 000 UI Anti-Xa,"0,7 ml de solution",SA,1
65547280,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,"0,25 mg",un comprimé,SA,1
65548471,granulés,82447,DABIGATRAN ÉTEXILATE,150 mg,un sachet,FT,1
65548788,sirop,3044,CARBOCISTÉINE,2 g,100 ml de sirop,SA,1
65548973,comprimé,29116,VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE),360 mg,un comprimé,SA,1
65550433,comprimé,67018,RADIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,7CH à 30CH et 14DH à 60DH,un comprimé,SA,18
65550846,gélule,55705,FLUVASTATINE SODIQUE,,,SA,1
65554613,solution,54399,INSULINE GLULISINE ,100 unités,1 ml,SA,1
65554816,suspension,19944,PALIPÉRIDONE,50 mg,une seringue préremplie,FT,1
65554855,suspension,24381,BUDÉSONIDE,1 mg,un récipient unidose de 2 ml,SA,1
65556144,solution,2345,MÉTHOTREXATE,"22,5 mg","0,9 ml de solution injectable",SA,1
65556347,gélule,39727,AMLODIPINE,"10,00 mg",une gélule,FT,1
65558259,comprimé,10803,BÉZAFIBRATE,200 mg,un comprimé,SA,1
65558483,pastille,3778,DIGLUCONATE DE CHLORHEXIDINE,"3,00 mg",une pastille,FT,3
65558647,comprimé,20441,CLOTIAZÉPAM,5 mg,un comprimé,SA,1
65558693,comprimé,2092,IBUPROFÈNE,200 mg,un comprimé,SA,1
